,movie_id,title,genre,country,director,avg_rating,actor,year,user_id,rating
82,86,긴 하루,드라마,한국,조성규,5.76,"김동완,김성제,서준영,김혜나,신소율,남보라,선민,정연주,이다혜",2021,399,2
83,87,죽이러 간다,드라마,한국,박남원,7.14,"최윤슬,최문경,오정연,안아영",2021,26,4
84,88,장 미쉘 바스키아: 더 레이디언트 차일드,다큐멘터리,미국,탐라 데이비스,8.92,장 미쉘 바스키아,2010,38,1
85,90,"사비나: 그리스도를 위한 고난, 나치 시대",드라마,미국,존 그루터스,9.51,"가브리엘 코스틴,라루카 보테즈,에밀 만다나크",2021,377,2
86,91,라임크라임,드라마,한국,"이승환,유재욱",8.68,"이민우,장유상",2020,241,2
87,93,수면의 과학,"코미디,판타지",프랑스,미셸 공드리,7.94,"가엘 가르시아 베르날,샤를로뜨 갱스부르",2006,154,3
88,94,액션히어로,"액션,코미디",한국,이진호,7.03,"이석형,김재화,이주영,장인섭,이세준",2021,224,1
89,95,"장화, 홍련",공포(호러),한국,김지운,8.77,"임수정,염정아,김갑수,문근영",2003,269,1
90,96,밀정,액션,"한국,미국",김지운,8.44,"송강호,공유",2016,367,1
91,97,"좋은 놈, 나쁜 놈, 이상한 놈 ","서부극(웨스턴),액션,어드벤처",한국,김지운,7.74,"송강호,이병헌,정우성",2008,117,1
92,98,세자매,드라마,한국,이승원,8.67,"문소리,김선영,장윤주",2020,101,5
93,99,내가 죽던 날,드라마,한국,박지완,8.0,"김혜수,이정은,노정의",2020,20,3
94,100,도굴,범죄,한국,박정배,7.25,"이제훈,조우진,신혜선,임원희",2020,56,2
95,101,그 후,드라마,한국,홍상수,6.45,권해효,2017,123,1
96,102,아워 미드나잇,드라마,한국,임정은,7.94,"이승훈,박서은,임영우,한해인",2020,268,3
97,103,싸나희 순정,"드라마,코미디",한국,정병각,7.91,"전석호,박명훈",2021,331,1
98,104,피어: 마지막 생존자,"액션,스릴러",미국,"제프 레이즈너,제이슨 토비아스",5.0,"마시 밀러,제이슨 토비아스",2021,250,1
99,108,돈 룩 업,"코미디,드라마,SF",미국,아담 맥케이,8.65,"제니퍼 로렌스,레오나르도 디카프리오,티모시 샬라메,케이트 블란쳇,메릴 스트립,아리아나 그란데,조나 힐,롭 모건,마크 라이런스,타일러 페리,론 펄먼,스콧 메스쿠디,히메쉬 파텔,멜라니 린스키,마이클 치클리스,토머 시슬리",2021,21,3
100,110,숏버스 배우행,"드라마,다큐멘터리",한국,"이건휘,김내리,황지현,서태범,황재필,김효준",8.92,"강지구,김근형,김무늬,김태훈,차재원,김내리,홍예리,황지현,이혜림,장덕주,장재희,황재필",2021,190,5
101,114,리틀 뱀파이어,애니메이션,프랑스,조안 스파,5.75,"박시윤,김용,최정현,장병관",2020,74,5
102,115,램,공포(호러),기타,발디마르 요한손,6.44,"누미 라파스,비욘 흘리뉘르 하랄드손,힐미르 스나에르 구오나손",2020,163,2
103,126,그레이트 샤크2,"액션,스릴러",미국,자레드 콘,3.36,마이클 매드슨,2020,356,5
104,144,황혼의 빛,드라마,핀란드,아키 카우리스마키,6.81,"얀 히티아이넨,마리아 헤이스카넨,마리아 예르벤헬미,일까 꼬이뷸라",2006,346,2
105,146,과거가 없는 남자,"코미디,드라마",핀란드,아키 카우리스마키,8.27,"마르꾸 펠톨라,카티 오우티넨",2002,234,3
106,150,연애 빠진 로맨스,"멜로/로맨스,코미디",한국,정가영,8.33,"전종서,손석구",2021,376,1
107,153,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,"애니메이션,액션,판타지",일본,카와노 아야코,8.16,"마츠오카 요시츠구,토마츠 하루카,미나세 이노리",2020,257,4
108,154,악인은 너무 많다 2 - 제주 실종사건의 전말,스릴러,한국,김회근,6.08,김준배,2021,375,4
109,155,로또쉐어,"스릴러,액션,범죄",한국,소재익,5.67,"최시형,김서지,차서하,김가희,유의태,이유진,이은비,명진현,최대훈,김번영",2019,121,1
110,157,무녀도,"뮤지컬,애니메이션",한국,안재훈,9.01,"소냐,김다현,장원영,안정아",2018,118,1
111,158,숏버스 감독행,"드라마,가족",한국,"최진영,현승휘,서정미,김건휘,이상빈",9.15,"최진영,류승우,최지현,나철,인지영,강승호,임형태",2021,58,1
112,161,하이큐!! 승자와 패자,애니메이션,일본,미츠나카 스스무,9.03,"무라세 아유무,이시카와 카이토,히노 사토시,이리노 미유,호소야 요시마사",2015,185,5
113,162,하이큐!! 끝과 시작,애니메이션,일본,미츠나카 스스무,8.92,"무라세 아유무,이시카와 카이토,히노 사토시,이리노 미유,오카모토 노부히코,호소야 요시마사",2015,172,1
114,163,영어완전정복,"드라마,코미디",한국,김성수,6.99,"이나영,장혁",2003,218,3
115,168,핫 블러드,액션,한국,신재명,7.45,"최제헌,정성호,이정현,김미란",2021,137,2
116,169,킹스맨: 퍼스트 에이전트,액션,미국,매튜 본,7.83,"랄프 파인즈,해리스 딕킨슨",2020,309,1
117,172,매트릭스: 리저렉션,"액션,SF",미국,라나 워쇼스키,5.46,"키아누 리브스,캐리 앤 모스",2021,370,2
118,173,노트르담,"드라마,멜로/로맨스,코미디",프랑스,발레리 돈젤리,6.55,.,2019,52,1
119,175,마이 뉴욕 다이어리,드라마,캐나다,필리프 팔라도,7.41,"마가렛 퀄리,시고니 위버",2020,389,5
120,176,해피 아워,드라마,일본,하마구치 류스케,8.75,"타나카 사치에,기쿠치 하즈키,미하라 마이코,카와무라 리라",2015,94,4
121,177,티탄,"드라마,SF,스릴러",프랑스,줄리아 듀코나우,6.9,"아가트 루셀,뱅상 랭동,가렌스 마릴러",2021,224,1
122,178,스파이 캣,애니메이션,독일,"크리스토프 라우엔슈타인,울프강 라우엔슈타인",6.92,.,2018,170,4
123,179,베네데타,드라마,프랑스,폴 버호벤,7.8,"비르지니 에피라,다프네 파타키아,샬롯 램플링,램버트 윌슨,클로틸드 쿠로",2021,365,4
124,180,싸반,"공포(호러),스릴러",태국,소폰 사크다피싯,6.52,싸와니 우툼마,2017,18,5
125,182,아이들은 즐겁다,드라마,한국,이지원,9.36,"이경훈,박예찬,홍정민,박시완,옥예린",2020,106,4
126,183,런 보이 런,드라마,한국,오원재,7.35,"장동윤,서벽준",2020,341,5
127,184,걸즈 앤 판처 최종장 제1화,애니메이션,일본,미즈시마 츠토무,8.6,"후치가미 마이,카야노 아이,이구치 유카,오자키 마미,나카가미 이쿠미",2017,213,5
128,185,끝없음에 관하여,기타,기타,로이 안데르손,7.32,.,2019,347,3
129,186,리버,"드라마,스릴러",캐나다,제이미 M. 대그,6.07,로지프 서덜랜드,2015,255,5
130,187,장르만 로맨스,"드라마,코미디",한국,조은지,7.0,"류승룡,오나라,김희원,이유영,성유빈,무진성",2021,158,4
131,188,스파이더맨: 노 웨이 홈,"액션,어드벤처,SF",미국,존 왓츠,8.8,"톰 홀랜드,젠데이아 콜먼,베네딕트 컴버배치,존 파브로,제이콥 배덜런,마리사 토메이,알프리드 몰리나",2021,37,2
132,189,극한직업,코미디,한국,이병헌,8.51,"류승룡,이하늬,진선규,이동휘,공명",2018,340,4
133,190,엔드리스,"판타지,멜로/로맨스",미국,스콧 스피어,6.1,"알렉산드라 쉽,니콜라스 해밀턴",2020,11,4
134,193,강릉,"범죄,액션",한국,윤영빈,5.34,"유오성,장혁,박성근,오대환",2021,380,2
135,194,왕십리 김종분,다큐멘터리,한국,김진열,9.11,"김종분,김귀임,김종수,정유인",2021,337,3
136,195,행복의 속도,다큐멘터리,한국,박혁지,8.87,"이가라시 히로아키,이시타카 노리히토",2020,392,5
137,196,고양이에게 밥을 주지 마세요,다큐멘터리,한국,"김희주,정주희",5.49,권나영,2020,345,1
138,209,러브 액츄얼리,"멜로/로맨스,드라마,코미디","미국,영국",리차드 커티스,8.92,"휴 그랜트,콜린 퍼스,리암 니슨,키이라 나이틀리,엠마 톰슨,앨런 릭먼,빌 나이,로라 리니,마틴 맥커친",2003,256,3
139,210,서복,"드라마,액션",한국,이용주,6.33,"공유,박보검,조우진",2019,64,3
140,211,로그북,다큐멘터리,한국,복진오,9.69,.,2020,362,2
141,212,캅샵: 미친놈들의 전쟁,"액션,스릴러",미국,조 카나한,5.98,"제라드 버틀러,프랭크 그릴로",2021,37,4
142,213,노아의 방주 2: 새로운 세계로,애니메이션,독일,토비 젠켈,8.23,"안현서,윤미나,이상헌,권인지",2020,89,2
143,214,당신은 믿지 않겠지만,드라마,일본,이시이 유야,7.06,"이케마츠 소스케,최희서,오다기리 죠,김민재,김예은",2021,180,1
144,216,몬스타엑스 : 더 드리밍,다큐멘터리,한국,오윤동,9.84,.,2021,348,4
145,219,아멜리에,"코미디,판타지",프랑스,장 피에르 주네,8.8,"오드리 토투,마티유 카소비츠",2001,275,5
146,220,청춘선거,다큐멘터리,한국,민환기,7.35,"고은영,윤경미,오수경,김기홍",2021,215,4
147,221,빛나는 순간,드라마,한국,소준문,8.37,"고두심,지현우",2020,262,2
148,222,남의 나라,"코미디,드라마",한국,김정민,5.83,장지훈,2020,201,2
149,223,송해 1927,다큐멘터리,한국,윤재호,8.71,송해,2021,255,4
150,224,지금은맞고그때는틀리다,드라마,한국,홍상수,6.45,"정재영,김민희",2015,140,1
151,225,카페 뤼미에르,드라마,일본,허우 샤오시엔,7.21,"히토토 요,아사노 타다노부,하기와라 마사토,요 키미코,코바야시 넨지",2003,397,5
152,227,낫아웃,드라마,한국,이정곤,7.75,"정재광,정승길,김희창,이규성,송이재",2021,220,4
153,228,아이,드라마,한국,김현탁,9.14,"김향기,류현경,염혜란",2021,284,1
154,229,라스트 나잇 인 소호,"공포(호러),스릴러,미스터리",미국,에드가 라이트,7.77,"토마신 맥켄지,안야 테일러 조이,맷 스미스,리타 터싱햄",2021,186,4
155,232,까치발,다큐멘터리,한국,권우정,8.19,"권우정,정지후",2019,88,1
156,233,브라더,"범죄,액션",한국,신근호,3.87,"조재윤,정진운",2021,47,2
157,234,팬텀: 더 뮤지컬 라이브,"뮤지컬,공연",한국,박재석,8.83,"규현,임선혜",2021,35,5
158,235,언힐러,"SF,스릴러",미국,마틴 귀귀,5.14,"엘리야 넬슨,케일라 칼슨",2020,242,4
159,236,십계,애니메이션,미국,"빌 보이스,존 스트로나크",9.0,"벤 킹슬리,크리스찬 슬레이터,알프리드 몰리나,엘리어트 굴드",2007,297,4
160,237,리유니언,"공포(호러),미스터리,스릴러",기타,제이크 마하피,3.0,"줄리아 오몬드,엠마 드레이퍼",2020,230,5
161,238,메이드 인 이태리,"드라마,멜로/로맨스",영국,제임스 다시,7.02,"리암 니슨,발레리아 비렐로,마이클 리처드슨",2020,399,2
162,241,킬링 카인드: 킬러의 수제자,"액션,범죄,스릴러",미국,마틴 캠벨,5.96,"마이클 키튼,매기 큐,사무엘 L. 잭슨",2021,244,1
163,242,신의 손,드라마,미국,파올로 소렌티노,7.33,"토니 세르빌로,테레사 사포난젤로,루이자 라니에리",2021,313,5
164,243,산타킬러스,"액션,코미디",미국,"에숌 넬스,이안 넬스",5.3,"멜 깁슨,월튼 고긴스,마리안 장 밥티스트",2020,353,4
165,245,귀멸의 칼날: 주합회의·나비저택 편,애니메이션,일본,소토자키 하루오,7.77,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",2020,56,5
166,246,작은 방안의 소녀,"가족,미스터리,드라마",한국,박소진,8.76,"오지영,이민영,이호아,수정,주효강,홍승일,박인지,정자영,문학진,박세진,규원",2019,48,5
167,251,귀토-토끼의 팔란,공연,한국,고선웅,9.8,"김준수,유태평양,민은경,윤석안,허종열,김금미,정미정,이영태,우지용,오민아,김유경,서정금,김차경,김형철,허애선,이광원,김지숙,조영규,남해웅,나윤영,이시웅,김미진,이연주,이광복,이소연,최호성,조유아,최용석,박성우,왕윤정,김수인,김우정,백나현,신예주,조정규,채정원",2021,204,4
168,252,원티드 킬러,드라마,미국,빈센트 도노프리오,6.6,"에단 호크,데인 드한,크리스 프랫,제이크 슈어,빈센트 도노프리오,레일라 조지",2019,399,4
169,253,비밀의 정원,드라마,한국,박선주,7.61,"한우연,전석호",2019,319,5
170,254,종착역,드라마,한국,"권민표,서한솔",7.49,"설시연,박소정,한송희,배연우",2020,103,3
171,255,뫼비우스,드라마,한국,"김영,황형근,최영주,이소연",6.5,.,2020,112,5
172,261,살인의 늪,스릴러,스페인,알베르토 로드리게즈,7.05,"라울 아레발로,하비에르 구티에레즈,네레아 바로스",2014,164,5
173,269,귀문,"미스터리,스릴러,공포(호러)",한국,심덕근,4.16,"김강우,김소혜,이정형,홍진기,엄채영",2021,335,4
174,283,엔칸토: 마법의 세계,애니메이션,미국,"바이론 하워드,자레드 부시,채리스 카스트로 스미스",8.26,"다이앤 게레로,스테파니 비트리즈,윌머 발더라마,렌지 펠리즈,앤지 세페다",2021,241,4
175,299,파워 오브 도그,"드라마,멜로/로맨스",미국,제인 캠피온,7.61,"커스틴 던스트,짐 개피건,제시 플레먼스,키스 캐러딘,토마신 맥켄지,베네딕트 컴버배치,코디 스밋 맥피",2021,177,5
176,302,이스케이프 슬립,공포(호러),미국,필립 구즈먼,6.67,"브레어 그랜트,스티븐 엘리스",2017,4,4
177,303,1984 최동원,다큐멘터리,한국,조은성,8.92,최동원,2020,59,1
178,304,그림자꽃,다큐멘터리,한국,이승준,6.54,.,2019,246,1
179,309,어쌔신 더 엑스,액션,미국,아트 카마초,9.0,올리비에 그루너,2016,98,1
180,317,F20,스릴러,한국,홍은미,5.65,"장영남,김정영,김강민",2021,322,4
181,318,숏버스 섬뜩행,"드라마,공포(호러)",한국,"강다연,전민혁,김상규,임의준",7.38,"천하영,김벼리,백지혜,손예원,윤정로,김현목,손우민,박성은",2021,162,1
182,319,당신은 학생인가,다큐멘터리,한국,백진우,8.58,"김민솔,김재웅,남궁종헌,배수연,백진우,오동운,이나연,장준영,정해민,한혜원",2020,15,3
183,320,타짜,드라마,한국,최동훈,9.2,"조승우,김혜수,백윤식,유해진",2006,206,3
184,321,그녀의 가족은 잘못이 없어,,한국,김헌,9.9,"조주경,남태우,한승우,김모범,고연아,민재경,이송이",2018,382,3
185,322,파이란,드라마,한국,송해성,9.09,"최민식,장백지",2001,104,3
186,323,후겟츠 웨슬리,"코미디,멜로/로맨스",미국,헉 봇코,8.21,"알리시아 실버스톤,라이언 콴튼,랜들 바틴코프",2016,343,3
187,324,어 굿 맨,드라마,프랑스,마리-캐스틸 멘션-솨아,7.0,노에미 메를랑,2020,230,3
188,325,뱅드림! 필름 라이브 세컨드 스테이지,"애니메이션,공연",일본,우메츠 토모미,8.8,.,2020,280,4
189,330,빌리 홀리데이,"드라마,뮤지컬",미국,리 다니엘스,7.76,"트래반트 로즈,가렛 헤드룬드,나타샤 리온,앤드라 데이",2021,377,3
190,331,나를 잡아줘,"멜로/로맨스,코미디",일본,오오쿠 아키코,7.71,"하야시 켄토,노넨 레나",2020,103,4
191,332,가족의 색깔,드라마,일본,요시다 야스히로,8.33,"아리무라 카스미,쿠니무라 준",2018,167,1
192,333,스틸워터,"범죄,드라마,스릴러",미국,토마스 맥카시,7.55,"맷 데이먼,아비게일 브레스린",2021,65,1
193,334,부니베어: 애들이 줄었어요,"애니메이션,어드벤처",중국,정량,6.75,.,2018,189,1
194,335,사상,다큐멘터리,한국,박배일,6.8,.,2020,153,5
195,336,노회찬6411,다큐멘터리,한국,민환기,6.05,노회찬,2021,224,4
196,337,디어 에반 핸슨,"뮤지컬,드라마",미국,스티븐 크보스키,7.47,"벤 플랫,케이틀린 디버,줄리안 무어,에이미 아담스,아만들라 스텐버그,닉 도다니,콜튼 라이언",2021,342,4
197,338,귀멸의 칼날: 나타구모산 편,애니메이션,일본,소토자키 하루오,8.32,"하나에 나츠키,키토 아카리,시모노 히로,마츠오카 요시츠구",2020,133,3
198,339,울림의 탄생,다큐멘터리,한국,이정준,9.18,"임선빈,임동국",2020,395,2
199,346,고양이를 부탁해,드라마,한국,정재은,8.8,"배두나,이요원,옥지영",2001,328,1
